Geneid	gene_name	Fast_A3_1Aligned.sortedByCoord.out.bam	OF_A7_1Aligned.sortedByCoord.out.bam	s_3DPF_C4_1Aligned.sortedByCoord.out.bam	OFF_A10_1Aligned.sortedByCoord.out.bam	Fast_A6_1Aligned.sortedByCoord.out.bam	OFF_A13_1Aligned.sortedByCoord.out.bam	OF_A8_1Aligned.sortedByCoord.out.bam	s_3DPF_A4_1Aligned.sortedByCoord.out.bam
EFCC1	NA	6	46	23	13	6	10	23	30
KIAA1257	NA	62	44	60	107	67	73	75	80
ACAD9	NA	480	902	1637	770	461	710	1600	1582
IQSEC1	NA	1082	1043	1171	1907	1298	1747	1938	1334
SCML2	NA	149	122	136	217	186	278	162	146
RAI2	NA	177	188	191	321	206	296	222	185
LOC103048006	NA	16	17	38	37	18	12	12	23
LOC112541223	NA	0	0	0	0	7	0	0	3
GPAT4	NA	483	2660	1347	782	647	987	4125	1517
NKX6-3	NA	0	0	0	0	0	0	0	0
ANK1	NA	856	2343	738	693	965	932	1026	898
NR0B1	NA	36	18	29	49	33	52	27	25
CUNHXorf21	NA	4	2	6	8	1	3	2	1
SLC15A2	NA	2	0	0	1	2	0	0	0
LOC112541224	NA	0	0	0	1	3	0	0	0
ARID1B	NA	858	766	949	1365	1105	1514	1256	887
ETNK1	NA	374	297	802	620	422	603	868	744
LOC103050646	NA	194	223	213	312	252	321	268	228
CNTNAP4	NA	0	0	0	0	1	1	4	1
LOC103051594	NA	0	0	0	0	0	0	1	0
SIX1	NA	0	1	1	1	0	0	1	1
SIX4	NA	3	3	7	3	0	6	7	2
LOC112541225	NA	9	14	3	2	6	4	8	3
GAP43	NA	0	0	4	6	0	1	0	0
LOC103054106	NA	72	69	78	68	76	94	70	106
GDAP1	NA	1	2	2	2	1	3	2	9
PI15	NA	4	0	39	12	3	0	11	5
MRPS9	NA	746	1146	955	1114	1036	1013	1232	1006
GPR45	NA	48	85	70	46	58	44	88	78
TGFBRAP1	NA	310	480	394	548	381	445	479	446
LOC103054818	NA	107	61	71	156	129	153	69	47
CUNH2orf49	NA	322	474	379	513	373	453	434	438
FHL2	NA	32141	88262	86897	45740	38245	43507	149177	89831
GPR63	NA	0	0	0	0	1	3	0	1
LOC103055924	NA	2616	3260	4795	4655	3567	5341	4083	4801
UFL1	NA	2407	1193	1260	2665	3233	2662	1435	1385
LOC112541226	NA	55	36	68	111	99	111	91	103
LRFN5	NA	18	17	15	50	7	21	24	32
LOC103056966	NA	0	2	0	0	0	0	0	0
LOC103057195	NA	0	1	4	0	0	2	1	0
LOC103057433	NA	2	0	0	2	0	0	1	0
LOC103057915	NA	1543	2254	2219	2032	1610	1829	2609	2440
LOC103059752	NA	0	0	0	0	0	0	0	0
SDR42E1	NA	5	4	9	1	1	1	9	11
HSD17B2	NA	2	0	0	0	0	0	0	0
LOC103059580	NA	0	0	0	0	0	0	0	0
LOC112541227	NA	0	0	0	0	0	0	0	0
MPHOSPH6	NA	170	368	288	256	179	237	325	292
OSBPL3	NA	74	59	114	61	31	76	164	109
GSDME	NA	237	241	321	377	212	319	468	411
MPP6	NA	77	53	118	150	119	152	214	98
CDH13	NA	188	298	259	211	259	349	327	249
MLYCD	NA	1408	1133	1028	2607	2026	2563	1544	1206
GAS1	NA	2346	1496	2185	2338	2123	1773	1459	2134
ENAH	NA	5704	6895	8926	7255	5559	5468	9915	6541
LBR	NA	313	404	421	448	323	360	558	425
TMEM167A	NA	493	473	765	621	572	668	837	794
SALL3	NA	38	13	40	65	30	9	23	32
LOC103063116	NA	123	83	75	127	94	124	123	112
NPNT	NA	350	659	1063	630	231	607	890	903
GSTCD	NA	173	219	362	422	281	423	377	401
INTS12	NA	267	336	375	380	342	350	464	344
ARHGEF38	NA	6	1	3	14	5	12	2	4
LOC112541228	NA	27	0	7	16	22	32	5	9
LOC103065242	NA	1	5	12	5	8	3	12	22
EAF2	NA	88	117	102	151	136	129	160	101
IQCB1	NA	28	45	48	71	62	74	62	73
LOC103066380	NA	0	0	0	0	0	0	0	0
TSN	NA	339	470	554	517	504	442	505	501
LOC112541229	NA	12	22	6	13	6	8	11	8
SLITRK4	NA	0	0	0	0	0	0	0	0
OTOG	NA	1	11	9	1	3	3	27	5
LOC103067096	NA	0	3	7	2	4	11	14	4
LOC103067932	NA	83	80	130	157	95	158	140	114
PLS1	NA	1	15	19	8	7	8	24	26
TRPC1	NA	230	167	347	340	272	354	465	362
PCOLCE2	NA	17	8	12	8	11	8	27	16
LOC112541231	NA	0	0	0	0	0	0	0	0
PTPN4	NA	67	80	105	73	60	70	76	78
LOC112541232	NA	18	21	23	35	18	16	12	17
TMEM177	NA	328	205	312	480	389	370	363	318
MRAS	NA	492	514	577	438	470	495	906	538
LOC103048933	NA	43	42	74	43	66	59	55	51
LOC103049173	NA	1	0	0	0	0	1	0	1
LOC103049418	NA	123829	189954	294045	178603	172098	179812	243555	308332
FAM32A	NA	1364	1089	1295	2129	1691	1714	1375	1371
RAB8A	NA	144	263	213	220	154	190	271	289
AP1M1	NA	290	888	677	446	254	443	867	733
LOC103051190	NA	887	724	536	968	1164	943	684	558
LOC112541236	NA	17	0	26	15	13	21	15	11
LOC112541235	NA	8	10	11	17	8	22	12	14
DNAL4	NA	194	206	190	259	229	238	220	258
LOC103051981	NA	103	137	146	194	132	182	244	264
CWF19L1	NA	547	342	435	708	651	741	421	418
LOC103052219	NA	390	426	471	671	517	509	486	449
TUBGCP2	NA	512	979	755	904	682	884	994	649
ZNF511	NA	131	125	161	204	169	212	183	152
LOC103053068	NA	21	39	24	36	13	23	30	18
LOC103053931	NA	2	0	0	3	0	0	0	1
SNUPN	NA	803	1276	1015	1148	1010	1083	1185	1034
SNX33	NA	1134	1885	1234	1734	1450	1872	1582	1207
CSPG4	NA	22	395	136	94	29	185	318	164
ODF3L1	NA	0	2	4	1	0	4	3	7
LOC103055142	NA	28	94	85	42	36	72	86	84
ABCB9	NA	12	1	3	2	11	5	5	13
OGFOD2	NA	194	447	270	308	283	272	428	236
ARL6IP4	NA	287	586	468	420	306	426	526	423
PITPNM2	NA	519	704	814	798	761	833	866	757
LOC107326247	NA	48	106	125	71	70	78	89	85
MPHOSPH9	NA	304	287	290	487	372	338	330	262
CUNH12orf65	NA	189	360	257	314	229	310	252	230
CDK2AP1	NA	270	449	290	419	420	335	390	312
RPLP2	NA	20773	10740	17115	24328	29940	24863	13883	21050
PIDD1	NA	39	71	83	68	49	81	98	140
SLC25A22	NA	60	118	118	54	54	48	147	127
CEND1	NA	700	1844	1407	838	862	1087	2054	1847
GATD1	NA	1160	874	1370	1616	1635	1792	1352	1333
LOC103059192	NA	79	169	111	134	62	100	266	121
STPG4	NA	6	3	6	4	14	5	8	7
CALM2	NA	1459	2759	4280	2643	1733	2540	4756	3859
LOC103059920	NA	0	4	0	0	0	0	2	0
OSBPL6	NA	790	997	1201	1205	1211	2583	1413	1358
PRKRA	NA	245	373	365	364	344	410	512	419
PJVK	NA	0	1	4	6	8	5	11	6
FKBP7	NA	66	183	315	142	99	90	228	345
LOC103061448	NA	71	54	71	85	85	98	75	84
MFGE8	NA	2388	9589	10406	4463	2686	3384	9367	8078
ABHD2	NA	1806	4565	4729	2508	1999	2799	5052	5349
RLBP1	NA	0	0	0	0	0	0	0	0
FANCI	NA	13	98	32	22	15	18	74	19
POLG	NA	217	285	229	343	249	385	265	272
TRNAR-UCG_1	NA	0	0	0	0	0	0	0	0
SHH	NA	0	0	0	0	0	0	0	0
RBM33	NA	1515	905	1542	1968	1731	2142	1522	1330
ABR	NA	1229	1661	1144	1999	1852	1948	1649	1128
TIMM22	NA	502	779	728	539	552	512	631	678
SPECC1	NA	106	791	511	187	145	132	655	460
LOC112541242	NA	0	0	0	0	0	0	0	0
LOC112541241	NA	0	0	0	0	0	0	0	0
LOC103064858	NA	129	219	151	193	166	188	187	177
LOC103065093	NA	0	1	0	0	0	1	0	0
LOC103065821	NA	11	12	21	23	12	13	14	7
LOC103066061	NA	44	98	91	74	41	47	68	70
CBLC	NA	2	6	4	8	0	4	16	5
BCAM	NA	3864	5734	6132	5932	5152	4353	5353	5395
LOC103067471	NA	153	154	130	171	162	198	164	135
PSMD12	NA	1179	631	961	1647	1328	1521	1046	1004
LOC103067933	NA	8	0	2	8	6	12	0	4
NRG2	NA	261	243	207	403	411	601	256	194
LOC103049174	NA	12544	122089	118997	24401	10530	17695	145483	85092
LOC103068168	NA	1330	767	1891	2002	1472	2222	2362	2234
LOC103048075	NA	2018	3425	4831	2846	2560	3268	5899	3908
LOC103048314	NA	282	790	968	408	289	541	1070	1063
FBXO3	NA	530	655	652	717	632	737	817	711
LMO2	NA	132	282	250	191	168	319	271	235
GALNT11	NA	180	449	475	302	216	312	527	442
LOC103049419	NA	2741	1703	2816	3825	3159	4307	2678	3052
LOC103050477	NA	229	329	466	230	288	382	428	540
CHD1L	NA	918	643	925	1301	1188	1441	1310	856
LOC112541245	NA	85	78	77	90	85	124	91	96
TMEM39A	NA	175	387	429	338	243	343	397	404
ALG5	NA	1058	694	588	1096	1469	1173	864	646
EXOSC8	NA	485	404	592	705	620	758	731	659
LOC112541244	NA	51	68	72	121	90	121	114	77
OTC	NA	285	76	173	333	490	411	187	181
RPGR	NA	305	104	235	418	375	460	338	224
LOC112541246	NA	40	14	17	35	59	41	39	34
SRPX	NA	300	419	414	512	546	456	526	340
SYTL5	NA	1	0	0	0	2	0	0	0
KDM2B	NA	1667	1627	1291	2393	2315	2438	1619	1344
RNF34	NA	1203	1453	1147	1671	1456	1605	1161	1229
ANAPC5	NA	172	531	292	298	260	243	420	208
CAMKK2	NA	519	1716	1045	1210	863	1124	1826	1105
P2RX4	NA	392	950	526	796	608	610	711	481
P2RX7	NA	304	247	348	506	376	432	356	325
IFT81	NA	140	298	197	139	233	331	256	183
ATP2A2	NA	21042	26476	24479	19045	29103	41770	29421	31022
ANAPC7	NA	923	954	854	1348	1404	1222	839	860
LOC103059581	NA	0	0	0	0	0	0	0	0
LOC103059988	NA	21	37	14	45	14	62	25	17
GBF1	NA	894	950	1326	1225	1151	1476	1396	1422
WRAP53	NA	578	697	720	993	792	802	662	669
LOC103061823	NA	0	2	0	1	1	1	3	0
LOC107326251	NA	116	215	143	243	187	295	183	111
TRNAL-UAG_1	NA	0	0	0	0	0	0	0	0
TRNAG-UCC_2	NA	3	0	0	1	0	0	0	1
POLR2A	NA	1942	2196	2277	2596	2770	3104	2160	2426
LOC103061121	NA	38	42	37	63	59	86	49	47
ZBTB4	NA	1776	2397	1965	2817	2311	3004	2286	1875
SHBG	NA	15	19	14	19	17	12	24	22
ATP1B2	NA	2	5	2	0	0	2	4	1
TP53	NA	144	593	446	369	217	281	462	471
LOC103061601	NA	0	3	2	0	2	1	6	6
LOC103063035	NA	121	258	273	223	145	180	239	248
LOC112541247	NA	117	238	301	298	196	231	409	339
LOC112541248	NA	152	312	352	263	198	192	383	428
BCL6B	NA	79	542	193	215	78	455	379	188
LOC103064773	NA	0	0	1	1	0	6	1	0
LOC112541251	NA	0	0	0	0	1	2	0	1
LOC112541252	NA	3	5	1	1	1	9	0	4
MGST3	NA	556	1635	1296	818	651	874	1574	1253
TEDC1	NA	34	52	69	47	41	57	78	58
TMEM121	NA	0	17	6	5	2	4	8	16
NOS1AP	NA	794	1468	1526	1446	1099	1378	1695	1709
POU3F3	NA	2	1	0	0	1	1	1	0
LOC112541253	NA	5	10	10	7	2	7	11	1
LOC103065737	NA	35	31	37	33	23	13	35	33
TRPM8	NA	4	7	0	5	1	6	4	8
LOC103066465	NA	16	104	53	16	20	56	106	32
LOC103066686	NA	1	0	0	1	1	0	1	1
LOC103065981	NA	212	297	303	327	261	399	313	317
SH3BP5	NA	730	751	929	830	762	945	999	790
LOC103067171	NA	42	70	61	29	64	47	72	87
LOC103067553	NA	41	118	81	56	57	68	85	96
LOC112541254	NA	0	0	0	0	0	0	0	0
SOBP	NA	332	350	455	460	378	428	478	377
LOC112541255	NA	3	7	1	5	1	6	9	4
LOC103048171	NA	5	3	4	11	6	3	1	6
LOC103048402	NA	1872	2454	3182	2857	1974	2372	3084	4042
ARFGEF3	NA	275	361	426	497	273	523	359	483
LOC103049251	NA	1	0	5	5	3	22	0	4
SMOC1	NA	5273	2439	3062	3439	8837	3192	9645	5614
ROBO4	NA	56	267	115	135	83	515	189	137
ROBO3	NA	11	107	41	28	8	42	75	31
LOC103050722	NA	98	88	190	59	250	187	115	171
ARL4A	NA	1820	1420	1939	2437	1928	2382	2661	2293
SCIN	NA	299	385	351	343	381	312	445	467
LOC112541256	NA	0	0	0	0	0	0	0	0
PAPSS1	NA	166	478	354	337	198	252	510	421
NET1	NA	177	608	334	494	289	501	334	395
LOC103052371	NA	0	0	0	0	0	0	0	0
LOC103052607	NA	0	0	0	0	0	0	0	0
ASB13	NA	83	151	70	159	118	200	113	53
LOC103053069	NA	253	434	258	362	258	370	301	261
TMLHE	NA	511	1141	904	832	742	852	1130	962
LOC103055465	NA	11	23	27	37	21	41	21	9
LOC103055690	NA	129	207	137	219	180	215	191	102
DKC1	NA	586	650	810	811	943	668	719	797
LOC112541259	NA	0	0	1	0	0	0	0	0
LOC112541260	NA	4	1	7	8	2	6	4	8
LOC112541261	NA	11	7	20	14	17	14	12	14
LOC112541258	NA	7	0	2	1	1	4	5	0
MPP1	NA	15547	15811	6631	17337	25540	17911	11019	6094
F8	NA	8053	9483	10758	11352	9110	5881	9403	11652
FUNDC2	NA	700	1660	1287	871	767	844	1474	1086
CMC4	NA	1474	2483	2280	1844	1677	1628	2445	2086
MTCP1	NA	203	63	120	292	243	300	89	119
BRCC3	NA	576	790	625	841	805	830	724	584
LOC112541257	NA	112	247	173	141	147	294	202	146
LOC103056163	NA	26	37	14	18	15	59	34	25
ID4	NA	139	156	177	221	202	243	136	200
LOC103056886	NA	158	706	342	282	185	581	532	300
LOC112541263	NA	4	8	0	0	0	1	11	1
LOC103057114	NA	276	691	648	469	398	384	1012	611
NOBOX	NA	0	0	0	0	0	2	2	0
ARHGEF5	NA	39	284	101	117	51	222	176	85
TBC1D13	NA	1344	1842	1450	1468	1604	1833	1735	1416
ENDOG	NA	609	824	641	757	868	678	712	768
SPOUT1	NA	196	160	229	297	262	329	207	235
KYAT1	NA	324	537	273	439	476	477	483	295
LRRC8A	NA	299	775	482	398	410	642	595	418
NUP188	NA	641	880	808	1004	911	987	919	866
DOLK	NA	116	310	253	212	151	178	239	255
SH3GLB2	NA	519	530	459	643	554	710	601	504
DUSP12	NA	252	341	448	484	330	359	466	387
LOC103060969	NA	2	9	16	29	4	10	25	16
GDAP2	NA	395	729	690	584	488	602	701	676
TMEM215	NA	0	0	3	130	0	0	2	0
LOC112541264	NA	0	0	1	20	2	0	0	0
NDUFB6	NA	4598	7379	6616	4985	6375	5371	7218	6897
TOPORS	NA	228	257	330	413	269	442	278	270
DDX58	NA	146	247	233	1808	131	206	264	231
ACO1	NA	185	340	370	260	271	327	371	417
LOC103064137	NA	1435	634	1230	1712	1757	1979	1129	1366
MIEN1	NA	742	1293	1173	1073	929	969	1508	1076
GRB7	NA	558	667	654	718	645	818	1025	836
IKZF3	NA	11	15	8	29	21	8	39	15
LOC103064616	NA	263	309	150	375	188	284	254	205
SRPRB	NA	284	389	448	427	339	444	533	484
RAB6B	NA	56	88	128	58	60	78	197	121
SLCO2A1	NA	5385	3584	5612	8586	6884	2706	4481	4940
GPR158	NA	0	0	0	0	0	0	0	0
LOC112541266	NA	2	0	0	0	0	7	12	0
MYO3A	NA	1	13	2	6	4	11	10	5
LOC103066220	NA	289	331	323	445	441	371	319	377
TTI1	NA	689	1113	777	1058	983	998	907	704
RPRD1B	NA	2112	3608	2828	3037	2734	2593	3007	2633
TGM2	NA	17853	30055	24876	30495	28303	41038	23050	31621
NETO2	NA	14	68	51	21	29	39	64	81
ITFG1	NA	1123	2318	2669	1966	1320	1828	3902	2490
PHKB	NA	395	953	962	615	406	551	1123	983
LOC112541267	NA	15	4	13	14	11	13	7	2
LOC103067862	NA	520	290	209	176	428	202	200	172
LOC112541269	NA	0	0	0	1	1	1	1	0
LOC112541268	NA	7	14	8	13	9	7	19	18
DYNC1H1	NA	5201	7096	8466	8747	5780	7321	9969	9012
PPP2R5C	NA	1033	1356	2299	1460	1020	1388	3025	2513
AVIL	NA	4	0	2	0	0	0	0	1
CTDSP2	NA	4152	4294	3063	5028	5689	5475	3676	2446
LOC107326252	NA	8	5	22	1	21	15	1	20
LOC112541270	NA	438	282	551	494	515	552	444	752
TBC1D30	NA	13	16	16	25	16	15	34	14
GNS	NA	1140	1989	2030	1967	1418	1880	2345	1914
RASSF3	NA	2029	2354	2468	2501	2438	3887	3353	2699
TBK1	NA	268	196	380	459	361	466	383	385
XPOT	NA	421	628	773	689	535	683	849	747
RPL18A	NA	11688	11182	10982	10653	14421	12343	10662	11889
LOC112541271	NA	4	1	9	14	9	6	11	5
CUNH12orf66	NA	37	42	33	49	63	53	48	24
FAM160A1	NA	117	86	155	199	125	227	173	149
GATB	NA	137	279	252	206	168	204	277	250
LOC112541272	NA	1	2	10	7	3	2	5	4
LOC103052458	NA	473	386	683	697	601	691	640	537
CFAP36	NA	877	644	1470	1381	1136	1278	1617	1526
CCDC88A	NA	628	446	869	1180	720	1134	1077	891
LOC103053147	NA	268	241	256	343	358	300	258	232
LOC107326253	NA	117	106	125	111	151	119	157	139
LOC103053620	NA	67	75	101	135	95	146	137	134
LOC112541273	NA	4	1	2	1	7	3	4	1
THBS1	NA	243	633	767	534	348	658	767	1028
FSIP1	NA	4	11	9	2	5	8	4	3
GPR176	NA	12	7	23	20	22	29	14	16
LOC112541275	NA	72	120	83	82	78	68	99	88
E2F3	NA	48	52	93	95	57	92	118	70
MBOAT1	NA	7	14	47	27	36	37	44	44
LOC103055535	NA	0	0	0	0	0	0	3	4
LOC103056252	NA	0	0	0	0	0	0	0	0
CUNH10orf82	NA	0	0	2	0	1	0	5	0
HSPA12A	NA	0	7	2	0	2	5	5	1
BRF1	NA	146	196	269	239	111	211	287	250
BTBD6	NA	939	1254	813	1631	882	1309	1591	1272
LOC103058301	NA	38	2	20	17	27	32	26	23
LOC112541277	NA	0	0	0	0	0	0	1	0
LOC103058542	NA	17	31	19	8	6	11	19	38
LOC103058701	NA	0	0	0	0	1	0	0	0
LOC103058948	NA	0	6	2	11	2	4	11	3
LOC103059193	NA	0	0	12	0	2	0	0	0
LOC103059432	NA	5	80	12	24	7	37	40	62
LOC103059674	NA	201	170	198	274	234	230	181	171
LOC103060069	NA	3	3	2	8	2	4	5	7
GRIA2	NA	17	5	0	10	24	15	3	2
PLA2G6	NA	129	138	78	222	149	249	122	87
MAFF	NA	343	470	443	365	366	325	477	518
TMEM184B	NA	645	1164	1088	1062	782	830	1269	1149
LOC103061602	NA	916	966	1007	1594	1264	1382	1064	1058
KCNJ4	NA	0	2	0	0	0	0	0	0
CD47	NA	951	845	1231	1228	1107	1302	1236	1343
ARMH3	NA	389	472	444	520	522	497	447	408
NGFR	NA	136	61	245	159	149	104	119	155
PPFIBP1	NA	891	1364	1625	2058	1509	1628	1911	1626
REP15	NA	2	5	11	14	11	23	10	11
LOC103065095	NA	8441	10450	13916	13797	9660	12204	14177	12525
DRD1	NA	0	0	0	0	0	3	0	4
SFXN1	NA	85	44	208	129	95	160	178	213
PRDM1	NA	5	25	21	10	9	50	58	16
DOK7	NA	1002	1259	1234	1390	1334	1488	1394	1284
RGS12	NA	240	241	310	318	322	346	312	270
HGFAC	NA	104	153	197	232	176	181	254	129
MSANTD1	NA	12	6	18	31	22	25	24	21
LOC103048403	NA	0	0	0	0	0	0	0	0
CUNH1orf194	NA	0	0	0	1	0	0	1	0
LOC112541281	NA	192	109	97	247	281	331	167	224
TMEM167B	NA	361	479	665	587	396	560	737	685
GPR25	NA	0	1	1	3	2	0	0	0
INAVA	NA	0	3	0	0	0	0	1	1
KIF21B	NA	69	78	76	131	107	73	134	69
TDRD15	NA	52	30	56	44	43	36	40	56
SLC25A47	NA	26	34	32	60	47	38	44	29
WARS	NA	172	426	496	235	139	226	531	428
WDR25	NA	49	77	85	91	55	71	99	94
BEGAIN	NA	105	193	261	120	117	253	191	152
LOC103050648	NA	17	62	38	36	20	34	63	37
LOC112541282	NA	53	50	49	60	57	86	101	51
NINJ2	NA	61	39	104	89	71	61	64	69
B4GALNT3	NA	6	40	46	19	9	38	24	36
PDE8A	NA	102	210	239	197	122	219	371	241
LOC103052221	NA	8	1	2	4	7	1	2	3
LOC103051358	NA	39	42	32	68	81	70	48	50
WHAMM	NA	358	319	373	483	438	628	374	295
LOC112541283	NA	146	41	90	87	183	156	88	111
HOMER2	NA	5466	5210	6111	5985	6659	9261	5448	6040
RAMMET	NA	481	409	557	629	645	792	500	422
FOXN3	NA	1901	1283	2072	2507	1867	2744	2518	1999
VRTN	NA	0	3	2	0	0	0	2	0
ABCD4	NA	426	244	368	534	506	651	381	356
LOC103052928	NA	3633	4133	5830	4426	4177	4904	4027	5652
VSX2	NA	0	1	0	2	1	5	1	0
ISCU	NA	3328	3416	2478	5233	4540	3801	2891	2878
SART3	NA	1523	1960	1842	2499	2005	2133	1647	1761
FICD	NA	223	537	482	364	255	414	543	489
CMKLR1	NA	51	239	129	208	77	94	257	91
WSCD2	NA	17	18	41	31	32	18	20	13
RPH3A	NA	411	732	574	651	640	1423	961	616
PTPN11	NA	819	1769	893	1156	979	1231	1324	828
RPL6	NA	16876	17259	17385	21519	24277	20083	15401	17766
LOC112541284	NA	0	0	0	0	0	0	0	0
PROCR	NA	661	592	934	700	612	606	759	755
DNAJB11	NA	491	750	821	753	651	722	958	902
TBCCD1	NA	137	161	191	213	171	267	133	188
CRYGS	NA	4	2	10	3	8	10	5	4
LOC112541285	NA	0	0	0	0	0	0	0	0
LOC103057196	NA	876	395	977	1095	1315	1271	860	919
LOC103057434	NA	26	66	32	27	24	87	54	43
TRIP10	NA	2791	1496	1829	3070	3466	3464	1674	1760
LOC103058237	NA	363	651	517	572	432	427	703	506
LOC103058543	NA	3	4	1	0	2	5	0	3
LOC103058780	NA	109	189	196	166	88	117	226	152
NAPG	NA	599	583	867	813	693	861	1086	872
PIEZO2	NA	100	145	199	156	99	149	263	187
TLR4	NA	13	36	23	49	12	20	51	16
LOC103060548	NA	69	273	188	122	75	128	236	183
MARCH10	NA	6	11	10	17	11	8	22	6
LOC103061281	NA	0	4	5	2	0	0	3	3
MRPL3	NA	587	997	938	807	712	758	994	945
NEK11	NA	9	4	19	9	6	4	26	15
LOC107326258	NA	0	0	0	0	0	0	0	0
LOC112541286	NA	0	0	0	0	0	0	0	0
LOC112541287	NA	0	0	0	0	0	0	0	0
LOC103062477	NA	0	0	0	0	0	0	0	0
CPVL	NA	380	449	629	468	408	469	670	634
TRIL	NA	180	472	456	263	213	364	545	476
LOC103063739	NA	1890	3011	3098	3037	2529	2520	2750	3081
SLC25A53	NA	2	2	7	7	5	3	5	3
TMSB15B	NA	120	483	566	328	220	206	668	745
RAB9B	NA	2	5	1	2	5	0	2	0
PLP1	NA	210	56	227	280	324	159	151	95
GLRA4	NA	113	394	410	155	143	116	527	303
TSC22D3	NA	2561	1155	758	2097	2004	2391	1427	1004
LOC112541289	NA	4	8	0	2	2	2	6	5
LOC103065739	NA	37986	31335	35291	46723	55641	47338	27377	35980
HDAC8	NA	624	989	745	927	1056	953	1049	851
LOC103066851	NA	87	242	123	90	148	120	216	146
BMP15	NA	20	33	20	15	7	24	25	24
SHROOM4	NA	1433	2718	1770	2721	1977	2228	2148	1939
LOC112541290	NA	4	16	3	17	5	3	4	9
ITGA1	NA	221	260	367	349	210	238	451	319
PELO	NA	275	848	707	437	327	422	847	688
LOC112541291	NA	0	0	0	0	1	0	1	0
LOC112541292	NA	2	0	0	0	0	0	0	1
LOC103068014	NA	0	46	15	14	9	8	44	7
DEPDC1	NA	1	31	2	6	1	2	71	7
RPE65	NA	87	29	67	129	98	107	103	86
LOC103048172	NA	22	19	32	24	22	45	23	26
WLS	NA	1022	1097	1386	1831	1352	1819	1119	1369
DIRAS3	NA	5	10	20	5	4	4	45	31
CLDN34	NA	0	0	0	0	1	0	0	5
SHROOM2	NA	88	115	217	251	92	175	224	195
GPR143	NA	35	102	104	115	62	72	201	124
TBL1X	NA	455	452	643	604	506	720	575	437
BCHE	NA	226	845	802	412	182	306	893	671
HECTD4	NA	826	815	976	1244	1086	1487	897	1053
TRAFD1	NA	535	1093	688	972	865	948	976	788
LOC112541296	NA	2	8	1	0	5	4	3	4
NAA25	NA	613	749	784	851	601	948	925	825
ERP29	NA	624	1495	1164	840	800	716	1394	1072
LOC112541295	NA	354	724	498	455	540	383	721	626
TMEM116	NA	287	246	325	277	379	308	256	220
LOC112541294	NA	24	20	9	20	23	50	16	23
MAPKAPK5	NA	3224	5465	4548	3873	4427	5283	5049	4645
ALDH2	NA	6935	8759	11647	8910	8748	7782	8887	12644
ACAD10	NA	1281	1026	1784	2060	1871	2324	1237	1941
BRAP	NA	790	1271	861	1334	1105	1435	914	844
ATXN2	NA	1289	1641	1740	2106	1802	2062	1974	1872
SH2B3	NA	514	963	738	755	654	602	765	849
BMP7	NA	6	9	9	25	14	8	12	5
LOC112541299	NA	0	0	0	0	0	0	0	0
LOC112541298	NA	0	1	1	1	1	6	0	0
SLC5A9	NA	4	6	12	14	8	4	9	9
SPATA6	NA	112	97	153	177	171	238	175	136
ZNF710	NA	2249	1326	1533	2327	3136	2624	1250	1707
IDH2	NA	64409	85495	64302	74365	88390	74782	68682	64493
SEMA4B	NA	485	821	916	789	547	756	1091	1040
CIB1	NA	1318	3474	3141	2182	1797	1990	3591	3410
GDPGP1	NA	30	159	136	80	37	62	104	110
LOC103057998	NA	367	501	358	519	489	512	510	340
VPS33B	NA	2248	2433	3077	4076	3265	3848	2744	2971
PRC1	NA	60	548	75	110	78	84	448	64
RCCD1	NA	256	447	427	359	263	349	500	475
UNC45A	NA	1071	1631	1573	1821	1506	1655	1585	1490
MAN2A2	NA	2659	4533	3740	3702	3600	4309	4276	3462
LOC103059990	NA	202	447	312	322	220	335	488	319
LOC103060230	NA	264	163	215	360	346	360	281	289
LOC103060463	NA	39	94	84	28	58	58	76	190
MYRIP	NA	43	11	85	57	56	94	61	62
EIF1B	NA	519	686	605	790	715	714	747	527
LOC103061527	NA	276	316	402	289	295	402	380	405
LOC112541300	NA	0	0	0	0	0	0	0	0
CDH10	NA	2	17	2	4	0	0	8	5
LOC112541304	NA	3	3	6	2	8	5	0	6
COPS3	NA	699	1160	1023	1016	867	1003	1156	1169
NT5M	NA	357	986	641	527	470	510	1095	762
LOC112541302	NA	9	18	9	11	13	13	6	22
MED9	NA	170	374	317	298	271	238	359	282
LOC103063195	NA	5	24	9	3	2	41	24	12
PEMT	NA	640	1322	892	911	852	862	1237	977
LOC103064138	NA	869	2136	1954	1227	1227	1162	2021	1837
ABCC6	NA	90	88	94	132	126	186	131	108
LOC103064373	NA	20	3	11	7	17	35	7	9
ITSN2	NA	1114	792	1267	1677	1428	1819	1661	1424
FAM228B	NA	0	2	0	1	5	3	0	3
KCNRG	NA	5	12	6	9	6	7	5	8
TRIM13	NA	112	126	140	175	99	136	126	124
SPRYD7	NA	934	771	1574	1317	1148	1423	1761	1578
KPNA3	NA	427	421	567	760	603	776	749	607
INSC	NA	139	306	368	311	140	293	430	597
LOC112541305	NA	0	2	6	0	0	1	1	4
EPHA8	NA	8	12	16	2	9	9	7	11
C1QA	NA	1053	4146	2316	2760	1845	1892	3445	2007
C1QC	NA	734	3824	2078	2258	1236	1342	3373	1672
C1QB	NA	1142	5339	3571	3055	1944	1986	4269	3042
LOC103067863	NA	0	1	5	9	3	1	8	9
LOC103068094	NA	908	1573	2336	1312	883	944	3384	2406
